Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
WTMAR,Welsbach Technology Metals Acquisition Corp. one right to receive 1/10th of a share of common stock,0,United States,2022,99,Miscellaneous,Industrial Machinery/Components
WTO,UTime Limited Ordinary Shares,11790412,China,2021,189133,Technology,Consumer Electronics/Appliances
WTRG,Essential Utilities Inc. Common Stock,10169604957,United States,,791965,Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,5955328697,United States,1986,107812,Industrials,Metal Fabrications
WTTR,Select Water Solutions Inc. Class A common stock,1221263951,United States,2017,735349,Energy,Oilfield Services/Equipment
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,26554769030,United Kingdom,2001,321178,Finance,Specialty Insurers
WU,Western Union Company (The) Common Stock,4151372192,United States,,2962157,Consumer Discretionary,Business Services
WULF,TeraWulf Inc. Common Stock,1822505693,United States,,28159841,Technology,EDP Services
WVE,Wave Life Sciences Ltd. Ordinary Shares,669857075,Singapore,2015,552987,Health Care,Biotechnology: Pharmaceutical Preparations
WVVI,Willamette Valley Vineyards Inc. Common Stock,19659535,United States,,4422,Consumer Staples,Beverages (Production/Distribution)
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,18865210,United States,,8,Consumer Staples,Beverages (Production/Distribution)
WW,WW International Inc. Common Stock,94336860,United States,,1726717,Consumer Discretionary,Other Consumer Services
WWD,Woodward Inc. Common Stock,10529386010,United States,,285857,Energy,Industrial Machinery/Components
WWR,Westwater Resources Inc. Common Stock,27112303,United States,,73460,Basic Materials,Metal Mining
WWW,Wolverine World Wide Inc. Common Stock,1031079288,United States,,1846281,Consumer Discretionary,Shoe Manufacturing
WY,Weyerhaeuser Company Common Stock,20113579030,United States,,4055456,Real Estate,Real Estate Investment Trusts
WYNN,Wynn Resorts Limited Common stock,9554040900,United States,2002,2237599,Consumer Discretionary,Hotels/Resorts
WYY,WidePoint Corporation Common Stock,38736926,United States,,150521,Technology,EDP Services
X,United States Steel Corporation Common Stock,8814104594,United States,,1539971,Industrials,Steel/Iron Ore
XAIR,Beyond Air Inc. Common Stock,26016585,United States,,744625,Health Care,Medical/Dental Instruments
XBIO,Xenetic Biosciences Inc. Common Stock,6748196,United States,,3861,Health Care,Biotechnology: Pharmaceutical Preparations
XBIOW,Xenetic Biosciences Inc. Warrants,25421286,United States,,2917,Health Care,Biotechnology: Pharmaceutical Preparations
XBIT,XBiotech Inc. Common Stock,180004008,United States,2015,207491,Health Care,Biotechnology: Pharmaceutical Preparations
XBP,XBP Europe Holdings Inc. Common Stock,40422577,United States,2021,44714,Consumer Discretionary,Business Services
XBPEW,XBP Europe Holdings Inc. Warrant,1508305,United States,2021,20,Consumer Discretionary,Business Services
XCUR,Exicure Inc. Common Stock,2616972,United States,,18894,Health Care,Biotechnology: Pharmaceutical Preparations
XEL,Xcel Energy Inc. Common Stock,28954371166,United States,,2244255,Utilities,Power Generation
XELA,Exela Technologies Inc. Common Stock,14322040,United States,2015,105479,Consumer Discretionary,Business Services
XELAP,Exela Technologies Inc. 6.00% Series B Cumulative Convertible Perpetual Preferred Stock,12667048,United States,,91,Consumer Discretionary,Business Services
XELB,Xcel Brands Inc. Common Stock,14706065,United States,,21714,Miscellaneous,Multi-Sector Companies
XENE,Xenon Pharmaceuticals Inc. Common Shares,2806687759,Canada,2014,533027,Health Care,Biotechnology: Pharmaceutical Preparations
XERS,Xeris Biopharma Holdings Inc. Common Stock,315784562,United States,2018,1142493,Health Care,Biotechnology: Pharmaceutical Preparations
XFIN,ExcelFin Acquisition Corp Class A Common Stock,0,United States,2021,5,Finance,Blank Checks
XFINW,ExcelFin Acquisition Corp Warrant,0,United States,2021,1,Finance,Blank Checks
XFLT,XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest,251117207,United States,2017,367032,Finance,Investment Managers
XFLT^A,XAI Octagon Floating Rate & Alternative Income Trust 6.50% Series 2026 Term Preferred Shares (Liquidation Preference $25.00),,United States,,1987,,
XFOR,X4 Pharmaceuticals Inc. Common Stock,97622232,United States,2017,4193093,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XGN,Exagen Inc. Common Stock,30837931,United States,2019,11189,Health Care,Medical Specialities
XHG,XChange TEC.INC American Depositary Shares,5060907,China,2019,1326032,Finance,Real Estate
XHR,Xenia Hotels & Resorts Inc. Common Stock,1418314747,United States,2015,302398,Consumer Discretionary,Hotels/Resorts
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,15718304,China,2007,4074,Consumer Discretionary,Homebuilding
XLO,Xilio Therapeutics Inc. Common Stock,35812384,United States,2021,81571,Health Care,Biotechnology: Pharmaceutical Preparations
XMTR,Xometry Inc. Class A Common Stock,551637730,United States,2021,450766,Consumer Discretionary,Business Services
XNCR,Xencor Inc. Common Stock,1121025159,United States,2013,528970,Health Care,Biotechnology: Pharmaceutical Preparations
XNET,Xunlei Limited American Depositary Shares,115175098,China,2014,48277,Technology,Computer Software: Prepackaged Software
XOM,Exxon Mobil Corporation Common Stock,4.42327E+11,United States,,13341926,Energy,Integrated oil Companies
XOMA,XOMA Corporation Common Stock,286890331,United States,1986,28815,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAO,XOMA Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,290963825,United States,,4171,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAP,XOMA Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,299809125,United States,,2743,Health Care,Biotechnology: Pharmaceutical Preparations
XOS,Xos Inc. Common Stock,52357871,United States,2020,6826,Consumer Discretionary,Auto Parts:O.E.M.
XOSWW,Xos Inc. Warrants,259821,United States,2020,6300,Consumer Discretionary,Auto Parts:O.E.M.
XP,XP Inc. Class A Common Stock,9379848480,Brazil,2019,3669676,Finance,Investment Bankers/Brokers/Service
XPEL,XPEL Inc. Common Stock,935685039,United States,,139479,Industrials,Industrial Specialties
XPER,Xperi Inc. Common Stock ,358024496,United States,2022,297619,Technology,Computer Software: Prepackaged Software
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,7023253123,China,2020,11925182,Consumer Discretionary,Auto Manufacturing
XPL,Solitario Resources Corp. Common Stock,73158900,United States,,34823,Basic Materials,Precious Metals
XPO,XPO Inc. Common Stock,12087904541,United States,,1466660,Consumer Discretionary,Transportation Services
XPOF,Xponential Fitness Inc. Class A Common Stock,815301120,United States,2021,807957,Consumer Discretionary,Services-Misc. Amusement & Recreation
XPON,Expion360 Inc. Common Stock,6931538,United States,2022,42204,Miscellaneous,Industrial Machinery/Components
XPRO,Expro Group Holdings N.V. Common Stock,2487092310,United States,2013,687694,Energy,Oilfield Services/Equipment
XRAY,DENTSPLY SIRONA Inc. Common Stock,5120169511,United States,1987,2048308,Health Care,Medical/Dental Instruments
XRTX,XORTX Therapeutics Inc. Common Stock,5124792,Canada,,10241,Health Care,Biotechnology: Pharmaceutical Preparations
XRX,Xerox Holdings Corporation Common Stock,1378602595,United States,,1991819,Technology,Computer peripheral equipment
XTIA,XTI Aerospace Inc. Common Stock,4538396,United States,2014,1300586,Technology,EDP Services
XTKG,X3 Holdings Co. Ltd. Ordinary Shares,111648500,China,2019,486624,Technology,EDP Services
XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,12532295,Israel,,2835,Health Care,Biotechnology: Pharmaceutical Preparations
XTNT,Xtant Medical Holdings Inc. Common Stock,85942917,United States,,14717,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XWEL,XWELL Inc. Common Stock,7446514,United States,,12818,Consumer Discretionary,Other Consumer Services
XXII,22nd Century Group Inc. Common Stock,5546865,United States,,76097,Health Care, Medicinal Chemicals and Botanical Products 
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,208912316,Cayman Islands,2018,31829,Finance,Finance: Consumer Services
XYL,Xylem Inc. Common Stock New,32502480078,United States,2011,746780,Industrials,Fluid Controls
XYLO,Xylo Technologies Ltd. American Depositary Shares,3284097,Israel,,1504,Health Care,Medical/Dental Instruments
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,716614844,United Arab Emirates,2020,92501,Technology,Computer Software: Programming Data Processing
YCBD,cbdMD Inc. Common Stock,2224335,United States,2017,21570,Consumer Discretionary,Package Goods/Cosmetics
YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock,,United States,,4217,,
YELP,Yelp Inc. Common Stock,2454135210,United States,2012,468070,Consumer Discretionary,Other Consumer Services
YETI,YETI Holdings Inc. Common Stock,3201557985,United States,2018,954990,Consumer Discretionary,Recreational Games/Products/Toys
YEXT,Yext Inc. Common Stock,653400409,United States,2017,626459,Technology,EDP Services
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,6353993,China,2020,89593,Consumer Discretionary,Transportation Services
YHGJ,Yunhong Green CTI Ltd. Common Stock,24288626,United States,,11814,Industrials,Specialty Chemicals
YI,111 Inc. American Depositary Shares,85664322,China,2018,10976,Consumer Staples,Retail-Drug Stores and Proprietary Stores
YIBO,Planet Image International Limited Class A Ordinary Shares,97489513,China,2024,793,,
YJ,Yunji Inc. American Depository Shares,14553167,China,2019,4733,Consumer Discretionary,Other Specialty Stores
YMAB,Y-mAbs Therapeutics Inc. Common Stock,495434983,United States,2018,296747,Health Care,Biotechnology: Pharmaceutical Preparations
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),8471495094,China,2021,8268982,Technology,Computer Software: Prepackaged Software
YORW,York Water Company (The) Common Stock,529172589,United States,,31089,Utilities,Water Supply
YOSH,Yoshiharu Global Co. Class A Common Stock,5680150,United States,2022,4442,Consumer Discretionary,Restaurants
YOTA,Yotta Acquisition Corporation Common Stock,0,United States,2022,299,Consumer Staples,Farming/Seeds/Milling
YOTAR,Yotta Acquisition Corporation Right,0,United States,2022,20,Consumer Staples,Farming/Seeds/Milling
YOTAU,Yotta Acquisition Corporation Unit,0,United States,2022,100,Consumer Staples,Farming/Seeds/Milling
YOTAW,Yotta Acquisition Corporation Warrant,0,United States,2022,136486,Consumer Staples,Farming/Seeds/Milling
YOU,Clear Secure Inc. Class A Common Stock,2730045085,United States,2021,1148635,Technology,Computer Software: Prepackaged Software
YPF,YPF Sociedad Anonima Common Stock,8082577896,Argentina,1993,1673080,Energy,Integrated oil Companies
YQ,17 Education & Technology Group Inc. American Depositary Shares,15571667,China,2020,3111,Real Estate,Other Consumer Services
YRD,Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares,379903953,China,2015,97861,Finance,Finance: Consumer Services
YSG,Yatsen Holding Limited American Depositary Shares each representing twenty (20) Class A Ordinary Shares,372662590,China,,181106,Consumer Discretionary,Package Goods/Cosmetics
YTRA,Yatra Online Inc. Ordinary Shares,74151667,India,,44139,Consumer Discretionary,Transportation Services
YUM,Yum! Brands Inc.,36032025203,United States,,1846069,Consumer Discretionary,Restaurants
YUMC,Yum China Holdings Inc. Common Stock,11872506765,United States,2016,2178726,Consumer Discretionary,Restaurants
YY,JOYY Inc. American Depositary Shares,2019588959,China,2012,517567,Technology,EDP Services
YYAI,Connexa Sports Technologies Inc. Common Stock,29618701,United States,,122059,Consumer Discretionary,Recreational Games/Products/Toys
YYGH,YY Group Holding Limited Class A Ordinary Shares,30002425,Singapore,2024,6393,Consumer Discretionary,Professional Services
Z,Zillow Group Inc. Class C Capital Stock,11067682052,United States,,2984168,Consumer Discretionary,Business Services
ZAPP,Zapp Electric Vehicles Group Limited Ordinary Shares,39658514,Thailand,,104272305,Consumer Discretionary,Motor Vehicles
ZAPPW,Zapp Electric Vehicles Group Limited Warrant,151509,Thailand,,6154383,Consumer Discretionary,Motor Vehicles
ZBAO,Zhibao Technology Inc. Class A Ordinary Shares,127851750,China,2024,5369,Finance,Specialty Insurers
ZBH,Zimmer Biomet Holdings Inc. Common Stock,21887444263,United States,,1651095,Health Care,Industrial Specialties
ZBRA,Zebra Technologies Corporation Class A Common Stock,16170373855,United States,1991,209144,Industrials,Industrial Machinery/Components
ZCAR,Zoomcar Holdings Inc. Common Stock,11338377,United States,2022,4527262,Consumer Discretionary,Rental/Leasing Companies
ZCARW,Zoomcar Holdings Inc. Warrants,878692,United States,2022,133,Consumer Discretionary,Rental/Leasing Companies
ZCMD,Zhongchao Inc. Class A Ordinary Shares,2445382,China,2020,7579,Real Estate,Other Consumer Services
ZD,Ziff Davis Inc. Common Stock,2444327860,United States,,277564,Telecommunications,Telecommunications Equipment
ZDGE,Zedge Inc. Class B Common Stock ,45293726,,2016,125602,Technology,Computer Software: Prepackaged Software
ZENV,Zenvia Inc. Class A Common Stock,104711175,Brazil,2021,16336,Technology,Computer Software: Prepackaged Software
ZEO,Zeo Energy Corporation Class A Common Stock,104229776,United States,2021,4834,Miscellaneous,Industrial Machinery/Components
ZEPP,Zepp Health Corporation American Depositary Shares,40666492,China,2018,86075,Technology,Computer Manufacturing
ZETA,Zeta Global Holdings Corp. Class A Common Stock,3745686050,United States,2021,2934331,Technology,Computer Software: Prepackaged Software
ZEUS,Olympic Steel Inc. Common Stock,469626284,United States,1994,87511,Industrials,Metal Fabrications
ZG,Zillow Group Inc. Class A Common Stock,10701593550,United States,2011,540264,Consumer Discretionary,Business Services
ZGN,Ermenegildo Zegna N.V. Ordinary Shares,2828505972,,2021,194525,Consumer Discretionary,Apparel
ZH,Zhihu Inc. American Depositary Shares each representing three (3) Class A Ordinary Shares,305760883,China,,293653,Consumer Discretionary,Business Services
